ID	Name	DC	Item	Value	Weight	Crafting	Requires	ValueNumber	WeightNumber	Multiplier	Misc	Description
shambling-mound	Shambling Mound	10	Shambling Mound Mulch (small pouch x2)	12 gp	5 lb.	Potion of Superior Healing (DMG)		12	5	1		The decaying biomass that would have once fed the shambling mound is forever changed by its exposure to the powerful plant creature. It is a fantastic fertiliser and herbal remedy causing it to be coveted by both gardeners and healers.
shambling-mound	Shambling Mound	15	Shambling Mound Vine	15 gp	11 lb.	Vine Tunic		15	11	4	 (x4)	The lightning that created the shambling mound also causes it to have a resistance to that element. As the shambling mound adds more biomass to its body, it spreads this property to them as well. Intact samples of these can be taken and crafted into a truly unique set of vestments that can boast the same lightning absorbing abilities.
shambling-mound	Shambling Mound	20	Root-stem	110 gp	8 lb.	Wand of the Undergrowth		110	8	1		The root-stem of the shambling mound is actually the entirety of its being in the same way that a humanoid's brain is the entirety of theirs. It is prized in medicine for its regenerative properties and at the same time prized in necromantic schools for its decaying and consuming properties. 
shield-guardian	Shield Guardian	15	Shield Guardian Breastplate	50 gp	15 lb.	Armour of the Guardian		50	15	1		The breastplate of a shield guardian forms the structural basis for the rest of its form. Even if it is removed and refashioned, it can still communicate with the amulet of the original shield guardian, thus making it prime material for certain pieces of equipment.
shield-guardian	Shield Guardian	20	Spell Storing Plate	200 gp	5 lb.	Ring of Spell Storing (DMG)		200	5	1		The same magical framework that allows a shield guardian to store a spell is the same as that used in the famous ring of spell storing. If this plate is harvested properly, it can be refashioned into its much stronger counterpart.
skeleton	Skeleton	5	Bone Dust (small pouch)	8 cp	3 lb.			0.08	3	1		A skeleton touched by foul necromancy is forever changed in ways that transcend the physical. Dust from the bones of a raised skeleton continues to carry foul necromantic energies that can be recycled into other necromantic purposes and rituals. After all, necromancers are not known to waste anything.
minotaur-skeleton	Minotaur Skeleton	5	Bone Dust (small pouch)	8 cp	3 lb.			0.08	3	1		A skeleton touched by foul necromancy is forever changed in ways that transcend the physical. Dust from the bones of a raised skeleton continues to carry foul necromantic energies that can be recycled into other necromantic purposes and rituals. After all, necromancers are not known to waste anything.
minotaur-skeleton	Minotaur Skeleton	15	Minotaur Horn	10 gp	20 lb.	Helm of the Minotaur		10	20	2	 (x2)	The wicked horns of the minotaur have ended more than one hapless adventurer's life. When mounted on a sturdy helm, and with slight magical reinforcement, a wearer can emulate the deadly charge of the horns' original owner.
warhorse-skeleton	Warhorse Skeleton	5	Bone Dust (small pouch)	8 cp	3 lb.			0.08	3	1		A skeleton touched by foul necromancy is forever changed in ways that transcend the physical. Dust from the bones of a raised skeleton continues to carry foul necromantic energies that can be recycled into other necromantic purposes and rituals. After all, necromancers are not known to waste anything.
warhorse-skeleton	Warhorse Skeleton	10	Warhorse Skull	1 gp	30 lb.			1	30	1		A horse touched by necromantic energy is an iconic mainstay of any battle against a necromancer. The skulls of their tainted skeletons still carry some magical energy and can be used to change the appearance of a summoned steed. Use: If you are holding the warhorse skull when you cast either the find steed or find greater steed spells, you may choose to have the resulting summoned mount appear skeletal in nature. This does not affect the summoned mount's abilities or statistics in any way.
slaad-tadpole	Slaad Tadpole	5	Slaad Slime	3 sp	1 lb.		vial	0.3	1	1	 (vial)	The slime that coats a slaad smells like the bottom of a fetid swamp and looks like it too. It is believed that this slime has an innocuation effect against the diseases and parasitic eggs of the slaads, but this is mostly just conjecture. Otherwise, it is a mere curiosity for eccentric researchers.
red-slaad	Red Slaad	5	Slaad Slime	3 sp	1 lb.		vial	0.3	1	1	 (vial)	The slime that coats a slaad smells like the bottom of a fetid swamp and looks like it too. It is believed that this slime has an innocuation effect against the diseases and parasitic eggs of the slaads, but this is mostly just conjecture. Otherwise, it is a mere curiosity for eccentric researchers.
red-slaad	Red Slaad	10	Slaad Heart	30 gp	5 lb.			30	5	1		Slaadi are creatures of pure chaos, born from the unstable energies in Limbo. As such, their very bodies disrupt the natural order of things and those that consume some of their flesh tend to find that probability itself changes for them, if only temporarily. Beware however, as the universe is not to be trifled with, and it tends to find ways to balance itself out later. Use: As an action you may eat this item. If you do so, then once within the next 10 minutes you may choose to bend the laws of fate within your favour. If you do so, you gain advantage on one attack roll, ability check, or saving throw. If you choose not to, this item is wasted. After those 10 minutes have passed, your DM may choose at any time within the next 24 hours to impose disadvantage on 1 attack roll, ability check, or saving throw you make.
red-slaad	Red Slaad	15	Slaad Egg Gland	60 gp	1 lb.	Chest Burster		60	1	1		Underneath the claws of the red slaad lies a marble sized pouch that houses hundreds of miniscule slaad eggs. It is difficult to harvest this gland without crushing the eggs (or accidentally injecting yourself), but successfully doing so will yield a truly wicked potion ingredient that should only be reserved for one's worst enemies.
blue-slaad	Blue Slaad	5	Slaad Slime	3 sp	1 lb.		vial	0.3	1	1	 (vial)	The slime that coats a slaad smells like the bottom of a fetid swamp and looks like it too. It is believed that this slime has an innocuation effect against the diseases and parasitic eggs of the slaads, but this is mostly just conjecture. Otherwise, it is a mere curiosity for eccentric researchers.
blue-slaad	Blue Slaad	10	Slaad Heart	30 gp	5 lb.			30	5	1		Slaadi are creatures of pure chaos, born from the unstable energies in Limbo. As such, their very bodies disrupt the natural order of things and those that consume some of their flesh tend to find that probability itself changes for them, if only temporarily. Beware however, as the universe is not to be trifled with, and it tends to find ways to balance itself out later. Use: As an action you may eat this item. If you do so, then once within the next 10 minutes you may choose to bend the laws of fate within your favour. If you do so, you gain advantage on one attack roll, ability check, or saving throw. If you choose not to, this item is wasted. After those 10 minutes have passed, your DM may choose at any time within the next 24 hours to impose disadvantage on 1 attack roll, ability check, or saving throw you make.
blue-slaad	Blue Slaad	15	Blue Slaad Claw	100 gp	15 lb.	Sickle of Chaos		100	15	2	 (x2)	"The hooked claws of a blue slaad contain wicked hooks that dig into flesh and act as vectors for the transmission of the dreaded ""chaos phage."" This disease does not live long after the death of its slaad host, however that does not still mean that it cannot be used in nefarious artificing to create a weapon of even deadlier design."
green-slaad	Green Slaad	5	Slaad Slime	3 sp	1 lb.		vial	0.3	1	1	 (vial)	The slime that coats a slaad smells like the bottom of a fetid swamp and looks like it too. It is believed that this slime has an innocuation effect against the diseases and parasitic eggs of the slaads, but this is mostly just conjecture. Otherwise, it is a mere curiosity for eccentric researchers.
green-slaad	Green Slaad	10	Slaad Heart	30 gp	5 lb.			30	5	1		Slaadi are creatures of pure chaos, born from the unstable energies in Limbo. As such, their very bodies disrupt the natural order of things and those that consume some of their flesh tend to find that probability itself changes for them, if only temporarily. Beware however, as the universe is not to be trifled with, and it tends to find ways to balance itself out later. Use: As an action you may eat this item. If you do so, then once within the next 10 minutes you may choose to bend the laws of fate within your favour. If you do so, you gain advantage on one attack roll, ability check, or saving throw. If you choose not to, this item is wasted. After those 10 minutes have passed, your DM may choose at any time within the next 24 hours to impose disadvantage on 1 attack roll, ability check, or saving throw you make.
green-slaad	Green Slaad	15	Green Slaad Claw	150 gp	12 lb.			150	12	1		Only one of a green slaad's claws have much value; the one it used to cast spells with before it became a slaad. This claw is suffused with both the magic of its old life as well as the chaotic energies of Limbo. As such, it grants its wielder incredible, if unreliable, power. Use: This claw may be used as an arcane focus. If you do so, when a creature you can see is forced to roll a saving throw due to a spell you cast, you may force that creature to roll at disadvantage. Once you do so, you must finish a long rest before you can use this feature again. Any time before you regain the use of this feature, the DM can have you roll on the Wild Magic Surge table in the Player's Handbook immediately after you cast a spell of 1st level or higher. You then regain the use of this ability.
gray-slaad	Gray Slaad	5	Slaad Slime	3 sp	1 lb.		vial	0.3	1	1	 (vial)	The slime that coats a slaad smells like the bottom of a fetid swamp and looks like it too. It is believed that this slime has an innocuation effect against the diseases and parasitic eggs of the slaads, but this is mostly just conjecture. Otherwise, it is a mere curiosity for eccentric researchers.
gray-slaad	Gray Slaad	10	Slaad Heart	30 gp	5 lb.			30	5	1		Slaadi are creatures of pure chaos, born from the unstable energies in Limbo. As such, their very bodies disrupt the natural order of things and those that consume some of their flesh tend to find that probability itself changes for them, if only temporarily. Beware however, as the universe is not to be trifled with, and it tends to find ways to balance itself out later. Use: As an action you may eat this item. If you do so, then once within the next 10 minutes you may choose to bend the laws of fate within your favour. If you do so, you gain advantage on one attack roll, ability check, or saving throw. If you choose not to, this item is wasted. After those 10 minutes have passed, your DM may choose at any time within the next 24 hours to impose disadvantage on 1 attack roll, ability check, or saving throw you make.
gray-slaad	Gray Slaad	20	Slaad Hide	300 gp	20 lb.	Slaad Doublet		300	20	1		The hide of a slaad is extraordinarily tough, and even more so once it has evolved into either its gray or death slaad variants. As befitting of a slaad's possessive and transformative nature, even the skinned hide of a mature slaad will attempt to mutate and change its wearer. It is only with advanced techniques that this property is curtailed and used only to the benefit of its new owner.
death-slaad	Death Slaad	5	Slaad Slime	3 sp	1 lb.		vial	0.3	1	1	 (vial)	The slime that coats a slaad smells like the bottom of a fetid swamp and looks like it too. It is believed that this slime has an innocuation effect against the diseases and parasitic eggs of the slaads, but this is mostly just conjecture. Otherwise, it is a mere curiosity for eccentric researchers.
death-slaad	Death Slaad	10	Slaad Heart	30 gp	5 lb.			30	5	1		Slaadi are creatures of pure chaos, born from the unstable energies in Limbo. As such, their very bodies disrupt the natural order of things and those that consume some of their flesh tend to find that probability itself changes for them, if only temporarily. Beware however, as the universe is not to be trifled with, and it tends to find ways to balance itself out later. Use: As an action you may eat this item. If you do so, then once within the next 10 minutes you may choose to bend the laws of fate within your favour. If you do so, you gain advantage on one attack roll, ability check, or saving throw. If you choose not to, this item is wasted. After those 10 minutes have passed, your DM may choose at any time within the next 24 hours to impose disadvantage on 1 attack roll, ability check, or saving throw you make.
death-slaad	Death Slaad	20	Slaad Hide	300 gp	20 lb.	Slaad Doublet		300	20	1		The hide of a slaad is extraordinarily tough, and even moreso once it has evolved into either its gray or death slaad variants. As befitting of a slaad's possessive and transformative nature, even the skinned hide of a mature slaad will attempt to mutate and change its wearer. It is only with advanced techniques that this property is curtailed and used only to the benefit of its new owner.
specter	Specter	15	Specter Remnant (regular specters only)	4 gp	1 lb.		spirit paper	4	1	1		A specter is a being of pure spite and malice, a soul severed from the cycle of death and afterlife. When their form is dispersed, fragments of their soul can be imprinted on spirit paper. These fragments radiate with as much hate as their original complete form, and prolonged exposure to it can result in terrible psychological damage. Requires spirit paper. Use: A creature that spends at least 6 hours a day within 30 feet of this item for 7 continuous days becomes cursed. While cursed in this way, the creature has disadvantage on attack rolls and on Wisdom (Perception) checks that rely on sight while in sunlight. In addition, their dreams become wracked with nightmares and they gain no benefit from a long rest. If the cursed target sleeps within 30 feet of this item, they must succeed on a DC 10 Constitution saving throw or have their hit point maximum reduced by 3d6 points. The target dies if this effect reduces its hit point maximum to 0. Only one creature may be cursed by this item at a time, and if a creature cursed by this item manages to remove their curse by any means, this item becomes useless and crumbles into dust.
specter	Specter	20	Poltergeist Paper (Poltergeist variant only)	12 gp	1 lb.		spirit paper	12	1	1		The confused energy of a poltergeist manifests itself in psychic outbursts capable of throwing full grown men and full sets of furniture across rooms. Upon a poltergeist's dispersal, a sheet of spirit paper can capture some of this errant energy to be used later for one's own mayhem and mischief. Requires spirit paper. Use: As an action, this paper may be attached to a target Medium or smaller creature or a target unattended object that weighs less than or equal to 150 pounds. Upon speaking a chosen command word or after a designated amount of time, the creature or object that this paper is attached to is hurled 30 feet in the direction away from the paper. If the paper is attached to a creature, they may roll a DC 13 Strength saving throw to avoid this forced movement. If the hurled target comes into contact with a hard surface or heavy object, the target takes 1d6 damage per 10 feet moved. This item may be used up to 3 times before it runs out of energy and become useless.
androsphinx	Androsphinx	10	Sphinx Tail	300 gp	12 lb.			300	12	1		The long leonine tail of a sphinx is incredibly distinctive and carries a great amount of cultural significance in some circles. Some sects and cults have a ritual of encasing the tail in dark wax and burning it as a candle wick. It is said that the visions they see in these seances reveal long forgotten secrets buried by time. Others say that sphinx fur just has a mild hallucigenic effect. Unfortunately, there is a distinct dearth of samples to test these hypotheses.
androsphinx	Androsphinx	15	Sphinx Heart	1,300 gp	12 lb.	Amulet of Secrets		1300	12	1		The heart of a sphinx is quite literally full with secrets and mystery. Skilled artificers can bring out this magic in the form of an amulet to aid those who have managed to defeat the sphinx.
androsphinx	Androsphinx	20	Sphinx Pelt	3,000 gp	40 lb.	Cloak of Distorted Time		3000	40	1		The sphinx pelt is both regal and mysterious. Those who wear it share in the noble countenance of the creature they have felled, as well as their independence from time and space.
androsphinx	Androsphinx	25	Sphinx Wing	3,000 gp	35 lb.	Wings of the Guardian		3000	35	2	 (x2)	The majestic wings of a sphinx rival that of celestial angels themselves. Like many magical wings, they make prime base materials for a set of artificial wings that grant the power of flight. These ones however have the added bonus of their sphinx owner's abilities of teleportation.
androsphinx	Androsphinx	30	Androsphinx Vocal Cords	15,000 gp	4 lb.	Horn of the Ancient Roar		15000	4	1		While the androsphinx has access to powerful spells, truly its most feared ability is its roar. A sonic blast imbued with the blessings of the gods themselves, the roar of a sphinx can wreak havoc on a mortal's body. The most learned of artificers have discovered the secret to transforming their powerful vocal cords into instruments to produce the same power. Some believe that the sphinxes themselves imparted this knowledge; why they would do so is a mystery.
gynosphinx	Gynosphinx	10	Sphinx Tail	300 gp	12 lb.			300	12	1		The long leonine tail of a sphinx is incredibly distinctive and carries a great amount of cultural significance in some circles. Some sects and cults have a ritual of encasing the tail in dark wax and burning it as a candle wick. It is said that the visions they see in these seances reveal long forgotten secrets buried by time. Others say that sphinx fur just has a mild hallucigenic effect. Unfortunately, there is a distinct dearth of samples to test these hypotheses.
gynosphinx	Gynosphinx	15	Sphinx Heart	1,300 gp	12 lb.	Amulet of Secrets		1300	12	1		The heart of a sphinx is quite literally full with secrets and mystery. Skilled artificers can bring out this magic in the form of an amulet to aid those who have managed to defeat the sphinx.
gynosphinx	Gynosphinx	20	Sphinx Pelt	3,000 gp	40 lb.	Cloak of Distorted Time		3000	40	1		The sphinx pelt is both regal and mysterious. Those who wear it share in the noble countenance of the creature they have felled, as well as their independence from time and space.
gynosphinx	Gynosphinx	25	Gynosphinx Eye	1,000 gp	3 lb.	Lenses of Secrets		1000	3	2	 (x2)	The eyes of the gynosphinx are bewitching, and even in death they seem to gaze back and burrow deep into your thoughts and secrets. 
gynosphinx	Gynosphinx	25	Sphinx Wing	3,000 gp	35 lb.	Wings of the Guardian		3000	35	2	 (x2)	The majestic wings of a sphinx rival that of celestial angels themselves. Like many magical wings, they make prime base materials for a set of artificial wings that grant the power of flight. These ones however have the added bonus of their sphinx owner's abilities of teleportation.
sprite	Sprite	10	Sprite Dust (small pouch)	1 gp	1 lb.			1	1	1		The ground up wings of a sprite produce a dust that is capable of replicating the sprite's notable ability to read the hearts of those they touch. Of course, if you've ground up a dead sprite's wings, no one would need magical dust to read your heart. Use: If sprinkled over a creature, that creature gains the ability to magically know the emotional state of the next target creature they touch. If the target fails a DC 10 Charisma saving throw, the user of the dust also knows the touched creature's alignment. Celestials, fiends, and undead automatically fail the saving throw. 
sprite	Sprite	15	Sprite Wing	1 gp	1 lb.	Dust of Disappearance (DMG)		1	1	2	 (x2)	"Sprites are notorious for being hard to catch. Part of this is their small size and agility, but mostly it is due to their ability to turn invisible whenever they wish. This magic is housed in their wings, giving rise to a saying popular in forested cultures: ""as obvious as a wingless sprite."""
stirge	Stirge	5	Stirge Needle	8 cp	1 lb.			0.08	1	1		As annoying as they are, the stirge needle is still an example of the perfect utility that only nature can achieve. Stirge needles are a mainstay of healer's cabins everywhere and in an ironic way, stirges may be responsible for saving more lives than they take.
stirge	Stirge	10	Stirge Bile	2 sp	1 lb.	Anti-venom (DMG)	vial	0.2	1	1	 (vial)	The digestive tract of a stirge is perfectly adapted to the drinking of blood and in fact possesses many enzymes that treat and purify blood for drinking. These enzymes have been used for decades in natural medicines to treat various poisons and maladies.
succubus-incubus	Succubus/Incubus	5	Succubus/ Incubus Blood	3 gp	1 lb.	Philter of Love (DMG)	vial	3	1	3	 (3 vials)	It is said that just a whiff of this blood can bring even the most chaste paladin to the most depraved acts. Indeed, the wild orgies these fiends hold often cause them to spill their own blood inadvertantly anyway, heightening the passions of all involved.
succubus-incubus	Succubus/Incubus	10	Succubus/ Incubus Eye	7 gp	1 lb.	Eyes of Charming (DMG)		7	1	2	 (x2)	The ever hypnotising eyes of these lusty fiends can continue to entice any that gaze upon them even after their removal.
succubus-incubus	Succubus/Incubus	15	Succubus/ Incubus Tail	40 gp	8 lb.	Chain of Command		40	8	1		The forked tail of these tempting fiends can often be found wrapped around their next victim, playing with them sensually and bringing them ever closer to their fall. When made into a whip, they are just as full of power and temptation as their previous owners.
tarrasque	Tarrasque	N/A	Tarrasque Heart	Varies	1,000 lb.			Varies	1000	1		The dusty temple walls of some forgotten societies often depict what some believe to be a tarrasque heart. The heart seems to be placed in a position of reverence, the shadow of a tarrasque acting as a guardian for the city. Use: Activating a tarrasque heart requires the work of 10 spellcasters who have access to at least one 6th level spell slot or higher. Each spellcaster must spend 10 hours in constant contact and focus on the tarrasque heart. At the end of the 10 hours, they each expend a 6th level spell slot or higher. This process must be repeated for 30 consecutive days, after which, the heart will activate and create a protective enchantment in a dome centered on itself and with a radius of 3 miles. While they are alive and inside the protective enchantment, the spellcasters that activated the heart may choose to spend an action to target any number of creatures inside the protective enchantment and force them to succeed on a DC 17 Wisdom saving throw or become frightened, with the entire area under the protective enchantment considered the source of the effect. While frightened in this way, a creature drops anything they are carrying and must use their full movement as well as any potential dash actions to run as far away from the protective enchantment as possible. A frightened creature can repeat the saving throw at the end of each of its turns, with disadvantage if they are within the protective enchantment. If a creature's saving throw is successful or the effect ends for it, the creature is immune to this effect for the next 24 hours. If any of the 10 spellcasters die after activating the heart, the heart de-activates and the activation process must start again.
tarrasque	Tarrasque	N/A	Tarrasque Shell	Varies	100,000 lb.	The Titan Ship		Varies	100000	1		A tarrasque shell is the hardest substance known to man, harder than even the legendary mithral and adamantine. As such, it is virtually impossible to chip off any shards to be used as personal shields or armour, and may only be used in its entirety. Modern scholars believe that the fabled elven ship, 'Skellbladnir' was actually crafted from the shell of a tarrasque, explaining many of its purported magical properties.
tarrasque	Tarrasque	N/A	Tarrasque Horn	Varies	1,000 lb.			Varies	1000	1		A tarrasque horn is said to make a battering ram powerful enough to breach the gates of Hades itself and free all evil that dwell within. While that remains to be tested, it is certainly strong enough to break down any structure made by mortals. Even today, horn fragments are always found in the same kind of place: the destroyed gates of an abandoned city. Use: The tarrasque horn may be used as a ram (Dungeon Master's Guide, Page 255). This ram has a +14 to hit and deals 55 (10d10) bludegoning damage and deals double damage against objects and structures.
tarrasque	Tarrasque	N/A	Tarrasque Eye	Varies	30 lb.			Varies	30	2	 (x2)	The eyes of a tarrasque have witnessed countless civilisations lost to the annals of history (usually because they were destroyed by the tarrasque). That said, even though the tarrasque probably could not understand the majesty of what it was seeing, it still bore witness to them, and combined with its powerful inherent magic, that is enough for diviners to draw out the most ancient of secrets. Use: A creature casting the spell legend lore may instead choose to use the tarrasque eye instead of the spell's usual components. This does not consume the eye.
tarrasque	Tarrasque	N/A	Tarrasque Blood (x1,000 gallons)	Varies	9 lb.	Any other potion		Varies	9	1		Tarrasque blood flows in the deepest crimson, and every ounce of it is steeped in magical energy. Tarrasque blood is regarded as a universal catalyst, capable of being used as the base of almost any potion imaginable. It is said that spell circles drawn with a tarrasque's blood are capable of casting rituals powerful enough to challenge the gods themselves. Use: Tarrasque blood may be used to craft any other potion. Doing so requires 1 gallon of blood in place of the usual base component. No extra payment is required to craft the desired potion.
tarrasque	Tarrasque	N/A	Tarrasque Flesh	Varies	10,000 lb.			Varies	10000	1		Uncovered histories of destroyed civilisations speak of an ancient tribal nation of berserkers that roamed the land, razing and pillaging every city they came across. If the pictographs are understood correctly, the source of their ferocity came from the flesh of a tarrasque that they consumed before every battle. Where they got the strength to take down a tarrasque in the first place is another mystery entirely. Use: If a creature consumes 1 pound of tarrasque flesh, they gain a Strength score of 30 for the next 24 hours. At the end of this period, that creature must succeed on a DC 17 Constitution saving throw or suffer 4 points of exhaustion as their mortal body attempts to process the extreme power it just consumed.
thri-kreen	Thri-Kreen	10	Thri-kreen Poison	5 gp	1 lb.		vial	5	1	1	 (vial)	The mandibles of a thri-kreen possess a weak venom capable of knocking out weak prey. While usually used solely by thri-kreen for hunting, some of the more enterprising thri-kreen tribes have learned to trade with others by fermenting their venom into an intoxicating brew famous for its pleasant numbing effect. Use: Can be used to coat up to 5 pieces of slashing or piercing ammunition or one slashing or piercing weapon. Applying the poison takes 1 minute. For the next minute, any creature successfully hit must make a DC 11 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more, the target is also paralyzed while poisoned this way. The poisoned target can repeat the saving throw on each of its turns, ending the effect on itself on a success.
thri-kreen	Thri-Kreen	15	Thri-Kreen Brain (Psionic Thri-Kreen only)	5 gp	2 lb.			5	2	1		The mind of a thri-kreen is alien enough to most other humanoids, and the mind of one blessed with psionics is even more so. This brain may be tapped to unleash that stored mental energy for a short burst of time. Use: You may spend an action to eat this brain. If you do so, for the next hour, you gain the ability to cast the mage hand spell at will (the hand is invisible) as well as cast the blur spell twice. 
thri-kreen	Thri-Kreen	20	Thri-Kreen Carapace	6 gp	35 lb.	Camouflage Chitin		6	35	1		Tiny crystal formations inside the hard carapace of the thri-kreen allow it to change colour to camouflage with its surroundings. When travelling paths known for thri-kreen attacks, it is best to be on the lookout for their large eyes which are harder for them to hide than the rest of their body.
treant	Treant	10	Treant Sap	7 gp	1 lb.		vial	7	1	3	 (3 vials)	Treant sap flows through its body like blood and is rich with both nutrients and magical energy. When diluted in water, a single vial of this sap is enough to fertilise a whole farm for a year.
treant	Treant	15	Treant Bark	150 gp	20 lb.	(Wooden) Breastplate		150	20	1		The bark of a treant is harder than that of an ordinary tree, having been blessed with the power of the forest itself. This bark is hard enough to create an armour that many druids enjoy wearing into battle.
treant	Treant	20	Treant Root	400 gp	10 lb.	Staff of the Woodlands (DMG)		400	10	1		Every treant has one main root that serves as the equivalent of a heart in humanoids. The treant draws most of their nourishment from this root and thus it is also imbued with the greatest amount of magical power. These roots can be recrafted into powerful magical items, especially the renowned staff of the woodlands.
troglodyte	Troglodyte	15	Troglodyte Hide	8 sp	25 lb.			0.8	25	1		Troglodyte hides are capable of changing colours to match their surroundings, allowing them to create ambushes on those less wary. While the camouflage ability is impressive, it loses much of this capability once removed from the troglodyte, and the hide itself makes for a poor armour. As such, it is often used only as a camouflage blanket used to disguise things from only very far away. Alternatively, the hides have been ground down and made into an ink that matches the colour of the parchment it is written on, allowing for the creation of secret messages revealed only under certain lights.
troll	Troll	5	Troll Flesh (10 pounds)	1 gp	1 lb.			1	1	1		While the taste leaves much to be desired, troll flesh is indeed nutritious and can be a very sustainable source of sustenance. It is however not recommended to be used as a long-term food option, as repeated consumption can lead to strange effects in the eater. Use: A pound of troll flesh can be consumed to fulfill any food requirements you may have for an entire day. A pound of troll flesh that has not been exposed to fire or acid will regenerate a quarter pound of flesh every 24 hours. If you eat 3 pounds of troll flesh within a time frame of 7 days, you must succeed on a DC 15 Constitution saving throw or undergo a permanent mutation in which one of your body parts changes to look more troll-like (but with no added benefits). This mutation can only be reversed by the greater restoration spell or similar magic.
troll	Troll	10	Troll Blood	30	1 lb.	Potion of Healing (DMG)	vial	30	1	5	 (5 vials)	Famous for their regenerative ability, troll blood has widely been used as the basis for the ubiquitous healing potion. Indeed, troll blood is so potent that it can be diluted repeatedly and still deliver a healing effect. As such, it is usually used to mass produce the basic version of the healing potion.
troll	Troll	15	Troll Heart	83 gp	7 lb.	Troll Amulet		83	7	1		The troll heart is one of the few organs in a troll's body that is not pledged to their terrible deity: Vaprak the Destroyer. As such, a troll heart is one of the few pieces of a troll that will not form a new troll around itself over time, and yet, its constant infusion of troll blood gives it some measure of regenerative ability which can be infused into an amulet for an ordinary humanoid to take advantage of.
umber-hulk	Umber Hulk	5	Umber Hulk Guts	5 gp	10 lb.			5	10	1		"The guts of an umber hulk are a key ingredient in a dye often found in Underdark society known as ""umber dusk"". This smoky grey colour is usually used as a form of camouflage paint for Underdark denizens, but its captivating depth has gained some popularity on the surface as well."
umber-hulk	Umber Hulk	10	Umber Hulk Mandibles	11 gp	6 lb.	Sickle, +1 (DMG)		11	6	1		The razor sharp mandibles of an umber hulk have been the end of many Underdark adventurers. They have been repurposed for many things in Underdark societies, including farming, saws, fishing hooks, and of course, weapons.
umber-hulk	Umber Hulk	15	Umber Hulk Carapace	25 gp	70 lb.	Plate Armour, +1 (DMG)		25	70	1		Harder than steel, and yet flexible and breathable, an Umber Hulk's carapace makes for a useful armour. Underdark societies that lack access to fuel for smelting can often be found wearing plates of Umber Hulk carapace instead.
umber-hulk	Umber Hulk	20	Umber Hulk Eye	70 gp	3 lb.	Wand of Confusion		70	3	2	 (x2)	The notorious eyes of an Umber Hulk are filled with a bewitching magic that confuses even the most seasoned of adventurers.
unicorn	Unicorn	5	Unicorn Blood	10 gp	1 lb.	Potion of Vitality	vial	10	1	5	 (5 vials)	Unicorn blood shines like silver with a rainbow sheen. Filled with a regenerative magic, the blood of a unicorn is sought after by every alchemist as a key ingredient in many potions. Most will also have the tact to not ask where you got it.
unicorn	Unicorn	10	Unicorn Hoof	40 gp	17 lb.	Unicorn Glue		40	17	4	 (x4)	The hooves of a unicorn, responsible for the swiftness and grace exhibited by these noble creatures when they run. They also exhibit strong magical properties. Use: You may spend an action to focus on a unicorn hoof in your hand as well as a location you are familiar with up to a mile away. You then teleport yourself and up to three willing creatures you can see within 5 feet of you, along with any equipent they are wearing or carrying, to that location. If you took part in the killing of the unicorn these hooves came from, the deity that created that unicorn becomes aware of where you teleported to. Once a unicorn hoof has been used once, it loses its magic and becomes worthless.
unicorn	Unicorn	15	Unicorn Hair (large bag)	330 gp	3 lb.	Instrument of Harmony		330	3	1		Unicorn hair resembles spun gold and is just as valuable. Woodland elves living in the unicorn's domain often sport bows strung with strands of these hairs, their arrows flying with the speed of the forest's patron. Alternatively, instruments strung with these hairs create an exquisite sound unmatched by any made from more mundane materials.
unicorn	Unicorn	20	Unicorn Horn	1,000 gp	13 lb.	Wand of the War Mage, +2 (DMG) or Unicorn's Charge 		1000	13	1		The horn of a unicorn is one of the most sought after materials in all of artificing and spellcraft. Infinitely usable, these horns have been turned into everything from wands, to enchanted weapons, to just magical dust. If you took part in the death of the horn's original owner however, do exercise caution in who you show your spoils too, as unicorns have many (very powerful) allies. Use: The dust made from one unicorn horn can be used to act as the material component in any spell. There is enough dust to substitute for up to 500 gold pieces worth of any material component. You do not have to use all of the dust for the same spell.
vampire	Vampire	10	Vampire Blood	200 gp	1 lb.		vial	200	1	3	 (3 vials)	The necrotic blood of a vampire, as dark and thick as blood can possibly become. While it may be foul, it does present one of the last hopes to cure the vampirism of a loved one. It is unfortunate however that such little amounts may be drawn from a slain vampire; it could be seen perhaps as a final taunt from the undead fiends. Use: A vial of vampire blood that has had the bless spell cast on it at least once a day for 7 consecutive days becomes a vampire bane potion. If this potion is drunk by a vampire spawn that was transformed by the vampire this potion was made from, that vampire spawn is completely cured of vampirism, reverting to their original form and alignment instantly.
vampire	Vampire	15	Vampire Hair (large pouch)	1,400 gp	3 lb.	Cloak of the Bat (DMG)		1400	3	1		A little known but interesting fact is that vampire hair continues to grow even after the transition to their new state, and even grows faster than it did in life. This is why vampires are so commonly seen sporting long locks of unruly hair. As a sign of their undeath, this hair possesses some degree of necrotic magic which can be literally weaved into new items.
vampire	Vampire	20	Vampire Fang	2,200 gp	2 lb.	Sword of Life Stealing (DMG)		2200	2	2	 (x2)	The symbol of a vampire, the prolonged canines that they use to plunge into their victims and drain them of life. The same dark powers they had before can be taken and recrafted into a weapon.
