ID	Name	Description
shield-of-reflection	Shield of Reflection	Armour (shield), rare (requires attunement) Crafted by: Spectator Main Eye x1 (Blacksmith) This shield has what appears to be a spectator’s eye engraved in the middle of it. While wearing this shield, if you make a successful saving throw against a spell, or a spell attack misses you, you may spend your reaction to choose another creature (including the spellcaster) that you can see within 30 feet of you. The spell targets the chosen creature instead of you. If the spell forced a saving throw, the chosen creature makes its own save. If the spell was an attack, the attack roll is rerolled against the chosen creature. 
sickle-of-chaos	Sickle of Chaos	Weapon (sickle), rare (requires attunement) Crafted by: Blue Slaad Claw x1 (Blacksmith) This wicked scythe continues to carry the chaotic, but fair, energies of Limbo inherit in all slaadi. You gain +1 to attack and damage rolls made with this weapon. When you make an attack against a creature with this weapon, you may choose to do so at disadvantage. If your attack is successful, the creature you attacked also has disadvantage on the next attack roll it makes before the end of its next turn. This ability cannot be used if you were to already attack at disadvantage.
siege-dust	Siege Dust	Wondrous item, very rare Crafted by: Goristro Horn x2 (Blacksmith) This bag of fine brown dust contains great magical energy that can be imparted on weapons that are left to soak in its power. If a melee weapon that deals bludgeoning damage is left in a bath of this dust for 24 hours, it gains the following properties permanently: Any attack and damage roll made with this weapon is made with a +3 bonus. Any attack made with this weapon to an object or structure deals double damage. Any attack made with this weapon ignores an object’s damage threshold if it has one. If the wielder of this weapon moves at least 15 feet straight towards a target and then hits them with a melee weapon attack with this weapon, that target suffers an extra 4d8 bludgeoning damage and must succeed on a DC 21 Strength saving throw or be pushed up to 20 feet away and knocked prone. 
skull-of-revelation	Skull of Revelation	Wondrous item, uncommon Crafted by: Flameskull x1 (Artificer) This skull has a small black candle embedded in its crown. While this candle is lit, the skull activates and sheds a bright light in a 15-foot radius, and dim light for an additional 15 feet. If you make an Intelligence based check to evaluate anything contained within the bright light, you make that check with advantage. The candle has a duration of 1 hour. Once this duration has expired, the candle must be replaced with another candle that costs 50 gp. 
softening-oil	Softening Oil	Oil, Uncommon Crafted by: Basilisk Bile x1 vial (Alchemist) You may spend 10 minutes applying this oil to a creature that has been turned to stone. At the end of the 10 minutes, that creature returns to a flesh and blood state and is no longer considered petrified. 
slaad-doublet	Slaad Doublet	Armour (hide), very rare (requires attunement) Crafted by: Slaad Hide x1 (Leatherworker) You gain a bonus +1 AC while wearing this armour. While wearing and attuned to this armour, you gain the following benefits: All of your weapon attacks are considered magical You may cast the spell disguise self at will without using any spell slots or requiring any components -You gain darkvision and blindsight out to a range of 60 ft. each -You gain a resistance to either acid, cold, fire, lightning, or thunder damage (choose one upon attuning to this item). You may change which damage type you have resistance to at the end of a short rest. 
spectral-gauntlets	Spectral Gauntlets	Wondrous item, rare Crafted by: Spirit Echo x1 (Thaumaturge) While wearing these gloves, you are able to see into the Ethereal Plane up to a range of 30 feet. In addition, these gloves are capable of touching objects and creatures in the Border Ethereal as if they were on the same plane of existence as you. If you use these gloves while grappling a creature in the Ethereal Plane, you may spend your action to make a contested Strength (Athletics) check against them. If you succeed, you may pull that creature into your plane of existence and into an unoccupied space within 5 feet of you. A creature that is forced out of the Ethereal Plane in this way may not return there for 1 minute. 
staff-of-multiplied-recovery	Staff of Multiplied Recovery	Staff, very rare (requires attunement) Crafted by: Hydra Spinal Cord x1 (Artificer) If you hold this staff while casting a spell that would allow a creature to roll dice to recover hit points, any time that creature rolls the maximum value on one of those die rolls, they may roll an additional dice and add that to the amount of healing received. The amount of final dice rolled while under this effect may not exceed double the initial amount.
stinger-whip	Stinger Whip	Weapon (whip), rare Crafted by: Bone Devil Tail x1 (Tinker) You gain a +1 bonus to attack and damage rolls made with this weapon. This retrofitted tail has a compartment fitted into where the bone devil’s poisonous gland would have been, that allows for easier and more efficient uses of poisons. Any poison applied to this weapon lasts twice as long as it normally does and takes half as long to apply. Furthermore, if a creature must roll a Constitution saving throw due to a poison applied to this weapon, that saving throw is made at disadvantage. 
stone-anvil	Stone Anvil	Wondrous item, rare Crafted by: Stone Giant Molar x1 (Artificer) This large anvil has been crafted partly out of the molar of a stone giant. This anvil is magically enchanted so that sufficiently heated stones that have been placed on it act like heated metal. The stone is able to be shaped in much the same way as heated metal can, and then resumes its original stone properties once removed from the anvil. 
stone-cleaver-weapon	Stone Cleaver Weapon	Weapon (any melee weapon that deals slashing or piercing damage), rare Crafted by: Xorn Tooth x1 (simple melee weapons) x2 (martial melee weapons) or Bullette Claw x1 (simple melee weapons) x2 (martial melee weapons) (Blacksmith) This weapon deals double damage against nonmagical objects made of stone or metal. Additionally, you ignore the damage threshold when attacking any nonmagical object made of stone or metal with this weapon.
stone-swim-armour	Stone Swim Armour	Armour (plate), very rare (requires attunement) Crafted by: Xorn Shell x1 or Bullette Hide x1 (Blacksmith) While wearing and attuned to this armour, you gain the following abilities: You have a tremorsense out to 60 ft. You have a burrow speed equal to your movement speed. You may burrow through nonmagical, unworked earth and stone. You do not disturb the material you move through. You have advantage on Dexterity (Stealth) checks made to hide in rocky terrain 
storm-caller	Storm Caller	Weapon (any melee weapon), very rare (requires attunement) *Crafted by: Lightning Sack x1 (Blacksmith) When you hit with an attack using this magic sword, the target takes an extra 1d6 lightning damage. In addition, if you are outside and holding this weapon, you may spend an action to call a lightning bolt from the sky to strike your weapon, forcing every creature other than yourself within 10 feet of you to make a DC 16 Dexterity saving throw. On a failure, they suffer 6d6 lightning damage, or half that on a success. Once this ability has been used once, it cannot be used again until the next dawn. 
storm-pole	Storm Pole	Wondrous item, very rare Crafted by: Storm Giant Spine (Tinker) This 10-foot-long, 40-pound pole constantly crackles with energy and has an innate connection to the storms and clouds. As long as this pole is planted in the ground and under an open sky, a lightning bolt will strike it from the skies every 1d4 hours. Any creature within 5 feet of the pole when this happens suffers 12d8 lightning damage, or half that on a successful DC 17 Dexterity saving throw. A switch on the base of the pole may also be flipped, which causes lightning to strike this pole once every 6 seconds (on initiative count 20 if done during combat) for the next minute, after which the switch flips to the off position. A creature may also spend their action to flip the switch back prematurely. Once the switch has been flipped off, it cannot be flipped back on for another 24 hours. 
titan-ship	Titan Ship	Wondrous item, artifact Crafted by: Tarrasque Shell x1 (Artificer) This ship’s hull is formed from the shell of a tarrasque and shares much of its properties. The ship is 30 feet wide, 70 feet long, and 20 feet high. It possesses 3 sails and can travel at 2 ½ mph in a good wind. The ship has 25 AC, 500 HP, can house 60 passengers, carry 200 tons of cargo and has a damage threshold of 20. In addition, this ship is immune to fire damage as well as bludgeoning, piercing, and slashing damage from nonmagical weapons. If the titan ship is targeted by a magic missile spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the ship is unaffected. On a 6, the ship is unaffected, and the effect is reflected back at the caster as though it originated from the ship, turning the caster into the target.
traveller-s-clogs	Traveller’s Clogs	Wondrous item, common Crafted by: Pegasus Hoof x2 (Artificer) While wearing this pair of clogs, walking does not tire you as much. You are capable of walking 16 hours per day before being forced to make a Constitution saving throw against exhaustion. After 16 hours, you must succeed on Constitution saving throws again like normal at the end of each hour, with the DC set as 10 + 1, for each hour past 16 hours. 
treasure-compass	Treasure Compass	Wondrous item, rare Crafted by: Xorn Eye x3 (Tinker) This compass possesses three unblinking xorn eyes embedded in a wooden disk. The eyes look in the direction of the closest source of metal or precious gems within a 20-foot radius. This range is doubled for any magical metal, magical stones, adamantine, and mithral. By holding the compass, you may mentally command it to ignore certain metal and gem sources, such as your own armour.
tri-horn-shield	Tri-Horn Shield	Armour (shield), uncommon Crafted by: Triceratops Skull x1 (Blacksmith) If you move at least 20 feet towards a creature while wearing this shield and then make a successful melee attack against it in the same turn, you may spend a bonus action to make a shove attack against that creature.
troll-amulet	Troll Amulet	Wondrous item, rare (requires attunement) Crafted by: Troll Heart x1 (Artificer) This amulet contains the crystallised form of a troll heart preserved in tar. While wearing and attuned to this amulet, you may spend an action to activate it. For the next minute, you regain 10 hit points at the start of your turn so long as you haven’t taken acid or fire damage since the end of your last turn and so long as you start your turn with at least 1 hit point.Once you have used this ability once, you cannot use it again until the next dawn.
turned-soul-gem	Turned Soul Gem	Wondrous item, very rare (requires attunement) Crafted by: Soul Gem x1 (Thaumaturge) While you are holding this item, you may target one creature you can see within 30 feet of you. That target must make a Charisma saving throw with a DC equal to 8 + your Intelligence modifier + your proficiency bonus. On a failed save, the target's soul is magically trapped inside this gem. While the soul is trapped, the target's body and all the equipment it is carrying cease to exist. On a successful save, the target takes 7d6 necrotic damage, and if this damage reduces the target to 0 hit points, its soul is trapped as if it failed the saving throw. A soul trapped in a gem for 24 hours is devoured and ceases to exist, and this gem gains 1 charge. If you die while holding this gem, and if this gem has at least 1 charge, you return to life within 1d10 days so long as the gem is in contact with you for the entire duration. If it ever leaves contact with you, the magic of the gem fades and becomes a mundane object. At the end of the 1d10 days, the gem loses 1 charge and you return to life as if the reincarnate spell had been cast on you, with your new body identical to one of the creatures whose soul had been devoured by this item (chosen randomly). Once a body has been chosen, it cannot be chosen again. Crushing this gem releases any soul trapped within, at which point the target's body re-forms in an unoccupied space nearest to the gem and in the same state as when it was trapped.
unicorn-glue	Unicorn Glue	Wondrous item, uncommon Crafted by: Unicorn Hoof x1 (Alchemist) . This slightly translucent pot of glue is the colour of a full moon on a clear day. When a creature attempts to roll hit die during a short rest to recover hit points, 1 dose of this glue may be applied to that creature to allow them to skip the dice roll and instead regain the maximum number of hit points possible. Alternatively, you may reattach a severed appendage by applying 1 dose of this glue to the respective wound and holding the severed appendage to it for 10 minutes. After this time, the limb completely reattaches itself leaving no mark except a faint scar. One pot of unicorn glue contains enough glue for 5 doses.
unicorn-s-charge	Unicorn’s Charge	Weapon (any melee weapon that deals piercing damage), rare Crafted by: Unicorn Horn x1 (Blacksmith) You gain a +1 to attack and damage rolls made with this weapon. If you are a good-aligned character, when you hit a creature with this weapon, you may deal an additional 2d6 radiant damage in addition to the weapon’s damage. Once you use this ability you may not use it again for one hour, or until you have landed the killing blow on an evil-aligned creature, whichever comes first.
wand-of-confusion	Wand of Confusion	Wondrous item, very rare (requires attunement) Crafted by: Umber Hulk Eye x2 (Artificer) This wand has 4 charges. While holding it, you can use an action to expend 1 or more of its charges to cast the confusion spell (save DC 15) from it. For 1 charge, you cast the 4th-level version of the spell. You can increase the spell slot level by one for each additional charge you spend.The wand regains 1d4 charges daily at dawn. If you expend the wand’s last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed. 
wand-of-the-undergrowth	Wand of the Undergrowth	Wand, very rare (requires attunement by a spellacaster) Crafted by: Root-stem x1 (Artificer) This wand has 6 charges. While holding it, you can use an action to expend 1 or more charges to cast the blight spell (save DC 15) from it. For 1 charge, you cast the 4th-level version of the spell. You can increase the spell slot level by one for each additional charge you expend. The wand regains 1d6 expended charges daily at dawn. If you expend the wand’s last charge, roll a d20. On a 1, the wand crumbles into compost and is destroyed.  Additionally, you may use an action to plant the wand into soft soil. If you do so, the wand drains the energy of all living beings around it. All creatures and plants within a 30-foot radius of the wand are subjected to a DC 15 blight spell (cast at 4th-level). If the total damage dealt to all targets exceeds 65, the wand transforms into a shambling mound with the same amount of HP that was just dealt, up to a maximum of 136. This shambling mound has no allegiance to any creature around it and will act in its own interest. If the wand did not deal more than 65 damage, the wand simply crumbles into compost and is destroyed.
warming-waterskin	Warming Waterskin	Wondrous item, common Crafted by: Salamander Scales x1 small pouch (Leatherworker) This waterskin can hold up to 4 pints of liquid. Any liquid kept in this waterskin is automatically brought to and kept at 212 degrees Fahrenheit.
warning-scarf	Warning Scarf	Wondrous item, uncommon Crafted by: Owlbear Neck x1 (Leatherworker) While you wear this feather covered scarf, you receive a slight tingling sensation in your neck whenever a hostile creature within 30 feet is looking directly at you. A creature that is aware of this scarf’s property may make a DC 10 Wisdom saving throw to not trigger this scarf’s ability when they look at you. If they succeed, they do not trigger the scarf’s ability, and they are immune to this scarf’s effect for the next 24 hours. While wearing this scarf, you also gain the ability to twist your head around 180 degrees around without injuring yourself.
wings-of-the-guardian	Wings of the Guardian	Wondrous item, very rare (requires attunement) Crafted by: Sphinx Wing x2 (Leatherworker) These wings are joined to a leather harness that allows a humanoid to comfortably wear them on their back. While wearing these wings, you have a flight speed equal to your movement speed. In addition, you may spend your action to teleport yourself and any equipment you are wearing or carrying, up to 120 feet to an unoccupied space you can see. Once you have used this ability once, you may not use it again until you finish your next short rest. 
wound-biter-weapon	Wound Biter Weapon	Weapon (pike, spear, or whip), rare (requires attunement) Crafted by: Horned Devil Tail x1 (Blacksmith) When you make a successful hit with this weapon on a creature that is not either an undead or a construct, that creature must succeed on a DC 15 Constitution saving throw or lose 2d6 hit points at the start of each of its turns due to an infernal wound. Each time this weapon hits the wounded target, the damage dealt by the wound increases by 2d6.Any creature adjacent to the wounded target can take an action to staunch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.
vine-tunic	Vine Tunic	Wondrous item, rare (requires attunement) Crafted by: Shambling Mound Vines x4 (Artificer) While wearing this tunic, you become immune to lightning damage. Furthermore, if you are subjected to lightning damage, you take no damage and regain a number of hit points equal to the lightning damage dealt instead. 
viper-strike	Viper Strike	Weapon (pike, spear, lance, or javelin), rarity varies (+1) Crafted by: Skeletal Naga Fang x2 (rare), Spirit Naga Fang x2 (very rare), Guardian Naga Fang x2 (very rare) (Blacksmith) When you roll a 20 on your attack roll with this weapon, you deal an additional 10 poison damage, or 14 poison damage if you are using the ‘very rare’ version of this weapon. If you are using the ‘very rare’ version of this weapon, you also gain a +1 to attack and damage rolls made with this weapon. 
yeenoghu-s-boon	Yeenoghu’s Boon	Wondrous item, uncommon (requires attunement) Crafted by: Demon Gnoll Heart x1 (Thaumaturge) If you reduce a creature to 0 hit points with a melee attack on your turn while wearing this charm, you may take a bonus action to move up to half your speed and then make another basic melee weapon attack. Once this ability has been used once, it cannot be used again until you have taken a short rest.
